cidade,area,quartos,banheiro,garagens,andar,animal,mobilia,condominio_reais,iptu,seguro_incendio
Campinas,56,1,1,1,18,acept,not furnished,616,40,11
Campinas,46,1,1,1,5,acept,furnished,1300,0,25
Belo Horizonte,20,1,1,1,-,acept,furnished,0,0,15
São Paulo,132,3,2,2,8,acept,furnished,1650,400,51
São Paulo,27,1,1,0,-,not acept,not furnished,0,0,13
São Paulo,42,1,1,1,13,not acept,not furnished,704,192,39
São Paulo,35,1,1,0,2,not acept,furnished,726,200,36
Campinas,75,3,2,2,13,not acept,not furnished,700,75,21
São Paulo,25,1,1,0,1,not acept,not furnished,0,84,13
São Paulo,65,2,2,1,-,not acept,not furnished,120,0,28
São Paulo,170,3,2,2,-,not acept,not furnished,0,50,46
Porto Alegre,60,2,1,0,1,acept,not furnished,222,46,17
Rio de Janeiro,180,4,2,1,8,acept,not furnished,1600,507,39
Rio de Janeiro,80,2,2,0,6,acept,furnished,810,289,26
São Paulo,179,3,2,1,3,acept,not furnished,1457,359,69
Rio de Janeiro,24,1,1,0,10,acept,not furnished,587,25,19
São Paulo,49,1,1,1,7,acept,furnished,1730,0,79
Porto Alegre,202,3,3,3,4,acept,furnished,1500,417,116
São Paulo,74,2,3,2,26,acept,not furnished,450,40,41
São Paulo,210,4,2,2,-,acept,not furnished,0,684,121
Porto Alegre,70,2,2,0,3,not acept,furnished,400,80,30
Rio de Janeiro,79,2,2,1,4,acept,not furnished,838,60,22
São Paulo,380,7,7,6,-,acept,not furnished,0,417,88
São Paulo,85,3,2,2,-,acept,not furnished,100,75,38
São Paulo,60,1,1,1,2,acept,furnished,1072,115,59
São Paulo,210,3,4,4,11,acept,furnished,2000,1000,191
Campinas,50,1,1,1,7,not acept,furnished,406,123,36
Belo Horizonte,80,3,2,1,7,acept,not furnished,820,152,27
São Paulo,200,3,4,8,-,acept,not furnished,0,25,106
São Paulo,300,4,5,5,3,acept,not furnished,4500,2750,112
São Paulo,190,3,4,4,-,acept,not furnished,0,275,76
Rio de Janeiro,90,3,1,0,18,acept,furnished,500,42,29
São Paulo,30,1,1,0,-,acept,not furnished,0,59,12
Belo Horizonte,95,3,2,2,3,not acept,not furnished,882,173,30
Rio de Janeiro,185,3,2,1,3,acept,not furnished,2488,0,89
Porto Alegre,90,2,1,1,2,acept,furnished,220,53,20
São Paulo,20,1,1,0,-,acept,furnished,602,130,23
Belo Horizonte,550,3,3,5,-,acept,not furnished,0,350,123
São Paulo,100,2,2,1,6,not acept,not furnished,1000,8,35
Campinas,90,3,2,1,3,acept,not furnished,920,129,17
Rio de Janeiro,70,2,2,1,-,acept,not furnished,200,55,29
Belo Horizonte,88,3,2,1,3,acept,not furnished,320,0,18
Belo Horizonte,110,3,2,4,-,acept,not furnished,30,145,35
São Paulo,226,4,5,6,14,acept,not furnished,2860,917,153
Belo Horizonte,63,3,1,1,3,acept,not furnished,200,65,14
São Paulo,190,4,3,2,1,acept,not furnished,2700,1305,98
São Paulo,72,1,2,2,19,acept,not furnished,900,200,51
Porto Alegre,64,2,2,2,7,acept,not furnished,450,34,24
Rio de Janeiro,200,2,1,0,-,acept,not furnished,0,0,46
São Paulo,98,2,2,2,29,acept,not furnished,1450,450,108
São Paulo,100,2,1,0,7,not acept,not furnished,800,0,22
Rio de Janeiro,126,2,2,1,2,acept,not furnished,1949,312,46
Porto Alegre,117,3,2,2,10,acept,not furnished,1564,167,81
Belo Horizonte,360,3,3,4,-,acept,not furnished,0,454,82
Rio de Janeiro,140,3,2,2,8,acept,not furnished,1780,417,97
São Paulo,171,4,5,4,4,acept,not furnished,1900,715,102
Porto Alegre,58,2,1,0,1,acept,furnished,0,0,19
Rio de Janeiro,75,2,1,1,2,acept,not furnished,450,50,15
São Paulo,245,4,5,4,19,acept,furnished,2863,750,89
Belo Horizonte,65,2,2,1,3,acept,not furnished,220,96,16
Porto Alegre,80,3,2,2,2,acept,not furnished,650,100,35
São Paulo,58,1,2,1,1,not acept,furnished,830,130,61
São Paulo,160,4,5,2,22,acept,furnished,1200,500,87
Campinas,45,1,1,1,9,not acept,furnished,492,83,25
São Paulo,45,1,1,1,3,acept,furnished,2000,334,62
São Paulo,90,2,2,1,-,acept,not furnished,0,274,38
Porto Alegre,40,1,1,0,4,acept,not furnished,450,38,14
São Paulo,80,3,4,1,-,acept,not furnished,0,0,46
São Paulo,240,3,3,2,-,acept,furnished,0,385,66
São Paulo,44,1,1,0,1,not acept,not furnished,0,30,16
São Paulo,35,1,1,1,11,acept,not furnished,470,22,32
São Paulo,600,5,7,8,-,acept,furnished,0,1875,136
Belo Horizonte,55,2,1,1,1,acept,not furnished,200,0,14
Porto Alegre,339,3,5,4,11,acept,furnished,3000,834,205
Porto Alegre,360,3,4,3,5,acept,furnished,4000,500,193
São Paulo,24,1,1,0,3,acept,furnished,450,0,26
São Paulo,250,4,4,3,5,not acept,furnished,4341,888,102
Campinas,59,2,1,1,1,acept,not furnished,437,20,13
São Paulo,330,4,3,0,9,acept,not furnished,4400,1084,127
São Paulo,140,4,3,2,-,not acept,not furnished,0,117,40
São Paulo,38,1,1,0,16,not acept,not furnished,188,0,26
São Paulo,378,5,5,4,4,acept,not furnished,4000,2000,39
São Paulo,61,1,2,1,4,acept,furnished,680,25,29
São Paulo,146,3,3,3,11,not acept,not furnished,1655,442,89
São Paulo,130,3,3,3,23,acept,not furnished,1290,489,36
Rio de Janeiro,133,1,2,1,6,acept,furnished,1200,367,91
Rio de Janeiro,55,1,2,1,15,acept,furnished,695,50,36
São Paulo,445,3,5,4,-,acept,furnished,3191,1339,226
São Paulo,50,1,1,1,17,acept,furnished,776,126,51
São Paulo,35,1,1,0,-,acept,not furnished,0,30,14
São Paulo,60,2,2,1,27,acept,furnished,654,96,42
São Paulo,50,2,1,0,5,acept,not furnished,515,42,25
Campinas,63,2,1,1,1,acept,not furnished,498,90,11
São Paulo,80,2,1,0,-,not acept,not furnished,0,0,23
Rio de Janeiro,80,3,2,0,7,acept,not furnished,950,192,36
São Paulo,154,3,1,3,17,acept,furnished,830,400,85
Campinas,50,2,1,1,3,acept,not furnished,613,20,13
São Paulo,205,3,3,4,8,acept,furnished,2700,788,108
Campinas,44,2,1,1,4,acept,furnished,310,34,23
Belo Horizonte,200,4,1,2,4,acept,not furnished,345,209,34
São Paulo,260,5,5,4,20,not acept,not furnished,4000,2620,102
São Paulo,30,1,1,0,2,acept,not furnished,300,125,20
Campinas,280,4,3,3,-,acept,not furnished,0,169,33
São Paulo,117,3,2,2,10,acept,furnished,870,124,31
Rio de Janeiro,600,5,5,4,12,acept,not furnished,4300,1585,104
Campinas,94,2,2,2,3,acept,not furnished,890,165,51
São Paulo,192,3,1,0,-,not acept,not furnished,0,125,24
São Paulo,130,3,4,3,2,acept,not furnished,2300,502,54
São Paulo,276,3,3,4,15,acept,furnished,3600,1650,83
São Paulo,16,1,1,0,1,not acept,not furnished,0,35,11
Rio de Janeiro,128,3,3,1,8,acept,furnished,950,242,46
São Paulo,35,1,1,1,6,not acept,furnished,886,90,16
São Paulo,150,3,2,4,-,acept,not furnished,0,55,146
Porto Alegre,47,1,1,1,1,not acept,furnished,400,0,33
São Paulo,150,3,3,2,-,acept,not furnished,0,235,71
Campinas,70,2,1,0,2,acept,not furnished,470,39,9
Belo Horizonte,62,2,2,0,1,acept,not furnished,0,0,18
Belo Horizonte,280,4,7,4,6,not acept,not furnished,350,660,40
Porto Alegre,42,2,1,1,2,acept,not furnished,900,100,14
Belo Horizonte,67,2,2,1,3,acept,furnished,400,59,22
Campinas,147,4,3,1,-,acept,not furnished,0,62,53
Belo Horizonte,300,5,3,4,-,acept,not furnished,900,167,112
Rio de Janeiro,100,2,2,0,1,acept,not furnished,1550,310,39
Belo Horizonte,311,4,3,3,20,not acept,not furnished,2252,583,120
Rio de Janeiro,25,1,1,0,8,acept,not furnished,600,25,24
São Paulo,96,3,3,1,11,acept,not furnished,900,125,30
Porto Alegre,80,2,2,1,4,acept,not furnished,693,92,24
Belo Horizonte,200,3,2,2,-,acept,not furnished,0,369,197
São Paulo,44,1,1,1,8,not acept,furnished,578,0,31
São Paulo,20,1,1,0,-,acept,furnished,602,130,23
Porto Alegre,39,1,1,1,12,acept,not furnished,500,50,33
São Paulo,225,3,3,4,6,acept,furnished,1360,750,134
São Paulo,11,1,1,0,1,not acept,furnished,300,42,26
Rio de Janeiro,50,2,1,0,9,acept,furnished,505,64,31
São Paulo,36,1,1,0,10,acept,furnished,345,30,21
São Paulo,120,3,2,1,18,acept,not furnished,1150,167,68
São Paulo,240,3,4,4,-,not acept,not furnished,0,370,61
Rio de Janeiro,90,3,1,0,2,acept,not furnished,250,140,20
São Paulo,67,2,1,0,3,acept,not furnished,385,56,17
São Paulo,60,2,2,1,10,acept,not furnished,750,100,44
Porto Alegre,300,3,2,3,-,acept,not furnished,0,88,43
Belo Horizonte,460,5,8,5,-,not acept,not furnished,0,0,121
Belo Horizonte,548,4,7,6,17,acept,not furnished,5905,2484,200
São Paulo,30,1,1,1,16,not acept,furnished,1900,150,26
São Paulo,190,3,2,1,3,acept,not furnished,1600,100,51
São Paulo,80,1,1,1,10,acept,not furnished,1300,0,83
Rio de Janeiro,110,3,1,1,1,acept,not furnished,1000,30,39
São Paulo,202,3,4,3,8,acept,furnished,2500,834,130
São Paulo,323,3,5,6,-,acept,not furnished,0,985,151
São Paulo,38,1,1,1,2,acept,not furnished,335,3,18
São Paulo,180,3,4,4,22,acept,not furnished,1545,818,153
São Paulo,62,2,1,1,8,not acept,not furnished,735,35,18
Rio de Janeiro,150,2,1,0,3,acept,not furnished,450,180,20
São Paulo,250,3,4,2,-,acept,not furnished,300,360,53
Rio de Janeiro,73,2,1,1,8,acept,not furnished,1022,0,15
São Paulo,85,2,1,0,2,acept,not furnished,259,0,23
São Paulo,200,4,4,4,-,acept,not furnished,0,450,64
Belo Horizonte,103,2,2,2,1,not acept,not furnished,400,100,16
São Paulo,55,1,1,1,4,not acept,furnished,812,0,41
São Paulo,155,3,4,2,4,acept,not furnished,1500,150,26
São Paulo,70,2,1,1,3,not acept,not furnished,710,45,11
São Paulo,60,1,1,1,13,acept,furnished,646,109,50
Rio de Janeiro,70,2,2,1,11,acept,not furnished,1000,211,19
Belo Horizonte,100,3,1,2,3,acept,not furnished,200,73,22
Belo Horizonte,51,3,1,1,2,acept,not furnished,170,27,14
São Paulo,720,4,6,5,-,acept,furnished,0,2613,192
São Paulo,230,4,4,3,5,not acept,not furnished,2564,934,32
Belo Horizonte,110,3,2,0,5,acept,not furnished,480,93,22
Rio de Janeiro,58,2,1,0,2,not acept,furnished,500,200,52
Porto Alegre,50,1,1,0,10,acept,not furnished,250,0,20
Rio de Janeiro,650,5,4,2,9,acept,not furnished,5718,1431,116
São Paulo,38,1,1,0,-,acept,furnished,150,5,25
Porto Alegre,68,2,2,2,9,acept,not furnished,400,100,20
Belo Horizonte,47,2,1,1,4,not acept,not furnished,250,0,18
Campinas,570,4,6,5,-,acept,not furnished,0,817,181
São Paulo,108,3,3,2,-,acept,not furnished,0,209,43
São Paulo,253,3,5,5,9,acept,not furnished,2760,1770,86
Rio de Janeiro,400,4,4,2,-,acept,not furnished,634,1357,175
Porto Alegre,66,2,2,0,4,acept,not furnished,250,0,24
Belo Horizonte,16,1,1,0,1,not acept,not furnished,0,50,9
Rio de Janeiro,50,2,1,0,5,acept,not furnished,215,62,11
São Paulo,100,3,2,2,6,not acept,not furnished,1200,0,26
Rio de Janeiro,100,3,1,1,-,acept,not furnished,495,17,22
Rio de Janeiro,60,2,1,0,6,not acept,furnished,498,185,26
Belo Horizonte,150,4,2,1,2,not acept,not furnished,580,218,24
São Paulo,53,2,1,1,4,not acept,furnished,550,21,31
Rio de Janeiro,52,1,1,1,1,acept,not furnished,613,22,19
Rio de Janeiro,70,2,2,1,9,acept,not furnished,1200,184,52
São Paulo,35,1,2,1,2,acept,not furnished,335,0,7
Belo Horizonte,471,5,6,3,-,acept,not furnished,0,1297,230
São Paulo,70,1,1,1,10,acept,furnished,459,80,44
Rio de Janeiro,135,3,2,2,4,not acept,not furnished,935,141,34
Campinas,68,2,1,0,4,not acept,not furnished,498,48,12
Rio de Janeiro,140,4,2,1,1,not acept,not furnished,1700,380,78
São Paulo,20,1,1,0,3,not acept,furnished,300,40,8
Belo Horizonte,88,3,2,1,2,acept,not furnished,289,114,20
Belo Horizonte,2000,3,3,2,2,acept,furnished,3000,200,67
Rio de Janeiro,50,1,1,0,5,not acept,not furnished,250,38,15
São Paulo,113,2,3,2,10,acept,not furnished,1400,375,172
Campinas,65,2,1,1,1,not acept,not furnished,267,34,13
São Paulo,210,3,3,2,15,not acept,furnished,3500,834,110
Rio de Janeiro,53,2,1,0,11,not acept,not furnished,500,0,13
São Paulo,120,3,2,1,17,acept,not furnished,1250,230,26
Porto Alegre,46,1,1,1,3,acept,not furnished,100,100,17
Belo Horizonte,255,3,2,4,-,not acept,not furnished,0,250,46
São Paulo,280,3,4,2,-,acept,furnished,8000,667,121
Rio de Janeiro,78,2,1,1,6,acept,not furnished,557,84,14
São Paulo,120,2,1,1,-,acept,not furnished,0,167,25
São Paulo,140,3,2,2,23,not acept,furnished,900,142,64
São Paulo,136,3,3,3,4,acept,furnished,1970,600,77
São Paulo,40,1,1,1,6,not acept,not furnished,765,34,32
São Paulo,270,3,3,4,1,acept,not furnished,3300,1667,41
Rio de Janeiro,240,3,2,1,5,acept,furnished,1900,459,104
Porto Alegre,62,2,1,0,8,acept,not furnished,504,32,17
Rio de Janeiro,58,2,1,1,9,acept,not furnished,500,0,35
São Paulo,42,1,1,1,7,acept,furnished,530,35,37
Belo Horizonte,400,3,3,0,-,acept,not furnished,0,142,58
São Paulo,92,3,1,1,3,acept,not furnished,340,4,21
Campinas,44,1,1,0,8,acept,furnished,310,12,10
São Paulo,1100,4,6,10,-,acept,not furnished,3000,2000,211
São Paulo,260,4,5,5,3,acept,furnished,0,0,191
São Paulo,280,3,3,2,-,acept,not furnished,0,600,121
Belo Horizonte,266,4,3,4,-,acept,not furnished,0,362,74
São Paulo,22,1,1,1,14,not acept,not furnished,450,84,25
Belo Horizonte,400,5,4,4,-,acept,furnished,0,167,91
São Paulo,279,3,3,8,-,acept,furnished,0,182,53
São Paulo,700,6,8,8,-,acept,furnished,0,1020,211
Rio de Janeiro,111,3,2,2,11,acept,furnished,1100,325,46
Campinas,54,2,1,1,3,acept,not furnished,286,23,13
Rio de Janeiro,127,3,2,2,4,acept,not furnished,836,124,22
São Paulo,65,2,1,1,8,not acept,furnished,708,0,21
Belo Horizonte,190,4,2,2,4,acept,not furnished,970,287,47
Porto Alegre,28,1,1,0,1,acept,furnished,0,4,20
Porto Alegre,222,4,3,2,13,acept,not furnished,2300,200,59
São Paulo,62,2,2,1,1,not acept,not furnished,0,0,30
São Paulo,144,4,4,4,3,acept,not furnished,1900,667,63
Campinas,380,3,4,4,-,acept,not furnished,3640,534,121
Rio de Janeiro,45,1,1,1,2,not acept,furnished,50,50,26
Belo Horizonte,92,2,2,2,16,acept,not furnished,1169,67,67
São Paulo,280,3,4,4,14,not acept,furnished,3700,1150,153
São Paulo,460,4,3,6,8,acept,not furnished,4400,1667,127
Rio de Janeiro,60,1,1,0,5,acept,not furnished,650,84,29
São Paulo,287,4,5,4,5,acept,not furnished,3311,1744,49
Porto Alegre,38,1,1,1,9,acept,not furnished,350,42,43
Rio de Janeiro,298,5,3,2,3,acept,not furnished,2200,417,53
São Paulo,65,2,2,1,1,acept,not furnished,643,63,30
Rio de Janeiro,86,2,2,2,3,acept,furnished,585,116,20
Campinas,119,3,2,2,7,acept,not furnished,1650,212,16
São Paulo,48,2,1,1,1,acept,not furnished,480,0,22
São Paulo,68,2,1,0,2,acept,not furnished,800,10,20
São Paulo,200,4,7,4,-,acept,furnished,0,575,121
São Paulo,350,2,4,8,-,not acept,not furnished,0,450,50
Porto Alegre,194,2,3,0,3,acept,not furnished,700,333,49
São Paulo,39,2,1,0,1,acept,not furnished,120,43,19
São Paulo,120,3,3,2,9,acept,furnished,1200,109,45
Porto Alegre,47,1,1,1,1,not acept,furnished,400,0,33
São Paulo,800,4,2,6,-,acept,furnished,0,1667,226
Rio de Janeiro,40,1,1,0,-,acept,not furnished,0,20,19
São Paulo,42,1,1,1,21,not acept,furnished,2406,202,32
Campinas,74,3,1,1,3,acept,not furnished,350,54,13
Porto Alegre,260,2,2,1,3,acept,not furnished,170,25,30
São Paulo,270,3,2,2,15,acept,not furnished,2168,407,127
Porto Alegre,190,4,3,1,-,acept,furnished,0,117,85
São Paulo,30,1,1,0,3,acept,not furnished,380,0,22
Belo Horizonte,80,2,2,1,4,acept,furnished,600,109,20
Belo Horizonte,113,2,2,2,4,acept,not furnished,330,116,35
São Paulo,72,2,1,1,7,acept,not furnished,438,51,19
Campinas,69,3,2,2,11,acept,not furnished,582,142,26
Campinas,42,1,1,1,16,not acept,not furnished,472,75,26
Rio de Janeiro,70,2,1,1,5,not acept,not furnished,600,167,39
Belo Horizonte,65,3,2,2,2,acept,not furnished,180,90,13
São Paulo,45,2,1,1,14,acept,not furnished,280,26,15
Rio de Janeiro,35,1,1,0,7,acept,furnished,560,50,26
Campinas,55,1,1,0,1,acept,not furnished,260,12,10
São Paulo,87,1,1,2,14,acept,furnished,870,150,101
Campinas,60,2,1,1,7,acept,not furnished,486,74,12
Rio de Janeiro,38,1,1,1,3,acept,not furnished,423,0,19
São Paulo,300,5,5,4,-,acept,furnished,0,525,98
São Paulo,100,3,3,2,13,acept,not furnished,980,491,80
Porto Alegre,193,4,3,4,-,acept,furnished,0,125,72
Porto Alegre,170,2,3,1,-,acept,not furnished,0,50,24
Rio de Janeiro,140,3,3,1,1,acept,not furnished,2285,343,37
São Paulo,250,3,4,4,-,acept,not furnished,0,334,68
São Paulo,120,2,3,0,2,acept,not furnished,904,195,42
Porto Alegre,95,3,2,2,2,acept,not furnished,350,71,37
São Paulo,216,4,4,3,3,not acept,furnished,3500,1125,102
São Paulo,150,3,3,3,19,acept,furnished,1800,740,36
Campinas,24,1,1,0,1,not acept,furnished,230,9,15
Porto Alegre,110,3,1,0,1,acept,not furnished,630,80,28
Porto Alegre,374,3,4,2,-,acept,furnished,2500,473,147
São Paulo,720,4,5,4,-,acept,not furnished,0,3200,181
Belo Horizonte,60,2,1,1,2,acept,not furnished,250,30,18
São Paulo,50,1,1,0,3,acept,not furnished,400,59,20
Campinas,105,3,3,2,12,acept,not furnished,1150,208,30
São Paulo,159,3,2,1,7,not acept,not furnished,1963,582,45
Belo Horizonte,66,2,1,1,1,not acept,not furnished,250,83,22
São Paulo,35,1,1,0,6,acept,furnished,420,0,22
Belo Horizonte,300,5,4,3,-,acept,not furnished,0,417,246
São Paulo,163,3,2,1,1,acept,not furnished,1100,84,51
Porto Alegre,125,3,3,1,2,acept,not furnished,1070,184,36
São Paulo,73,3,2,2,4,acept,not furnished,650,236,32
Campinas,115,3,3,1,5,acept,not furnished,1035,30,25
São Paulo,59,2,1,1,6,acept,not furnished,600,0,21
São Paulo,264,3,3,2,16,acept,furnished,2480,665,68
São Paulo,42,1,1,1,12,not acept,furnished,712,22,45
Belo Horizonte,55,2,1,1,2,not acept,not furnished,250,67,16
São Paulo,300,3,5,2,7,acept,not furnished,0,609,70
São Paulo,100,2,3,2,20,not acept,furnished,1080,138,127
Porto Alegre,79,2,2,1,2,acept,furnished,400,0,27
São Paulo,76,2,2,2,3,acept,furnished,900,0,58
Belo Horizonte,22,1,1,1,1,not acept,furnished,0,0,20
Rio de Janeiro,66,2,1,1,3,acept,not furnished,477,44,15
Rio de Janeiro,50,2,1,1,11,acept,not furnished,830,0,22
São Paulo,90,1,2,2,13,not acept,furnished,1500,500,102
São Paulo,850,5,7,8,1,not acept,not furnished,14000,0,51
São Paulo,530,4,4,4,4,not acept,not furnished,3857,1636,64
São Paulo,45,1,1,0,-,acept,not furnished,0,46,16
São Paulo,900,4,6,8,-,acept,not furnished,0,4417,226
Belo Horizonte,208,3,4,3,-,acept,not furnished,0,338,99
Rio de Janeiro,70,3,1,1,7,acept,not furnished,680,71,16
São Paulo,130,3,2,1,1,not acept,not furnished,1144,167,55
São Paulo,218,4,4,2,1,acept,not furnished,2250,692,70
Rio de Janeiro,80,3,1,0,2,acept,not furnished,360,15,20
São Paulo,160,2,1,3,-,acept,not furnished,0,0,61
Rio de Janeiro,30,1,1,0,8,acept,furnished,500,45,26
Belo Horizonte,154,3,2,1,1,acept,not furnished,300,159,27
São Paulo,65,2,1,1,12,acept,furnished,740,34,22
Campinas,58,1,2,1,10,not acept,not furnished,850,40,10
São Paulo,58,2,2,1,6,acept,not furnished,450,42,60
São Paulo,270,2,3,4,-,acept,not furnished,0,169,50
São Paulo,150,2,1,2,-,acept,not furnished,0,0,83
Rio de Janeiro,115,2,2,0,13,acept,not furnished,950,2731,58
Belo Horizonte,83,3,2,2,1,acept,not furnished,200,112,17
Rio de Janeiro,90,3,1,0,2,acept,not furnished,250,140,20
São Paulo,40,1,1,0,-,not acept,not furnished,0,0,17
Belo Horizonte,55,1,1,0,-,not acept,not furnished,0,21,17
Campinas,35,1,1,1,7,acept,not furnished,392,13,14
São Paulo,193,3,3,3,1,not acept,not furnished,3100,834,83
São Paulo,71,2,2,2,14,not acept,not furnished,511,203,39
Rio de Janeiro,70,1,1,1,3,acept,furnished,750,250,26
São Paulo,420,4,3,4,-,acept,not furnished,0,1250,226
São Paulo,100,3,1,1,10,acept,not furnished,700,0,18
São Paulo,40,1,1,1,4,not acept,furnished,620,184,64
São Paulo,64,2,2,1,4,acept,not furnished,690,5,32
Porto Alegre,225,4,4,2,-,acept,not furnished,800,352,79
Belo Horizonte,180,3,3,2,4,acept,furnished,350,150,38
Belo Horizonte,50,1,1,0,-,not acept,not furnished,0,39,18
São Paulo,311,4,4,4,7,acept,furnished,2100,0,191
São Paulo,22,1,1,1,25,acept,not furnished,471,55,28
Porto Alegre,55,2,1,1,2,acept,not furnished,300,30,13
São Paulo,200,4,4,2,9,acept,furnished,3700,850,89
São Paulo,286,4,4,5,-,acept,not furnished,0,1125,163
São Paulo,80,1,1,1,-,not acept,not furnished,0,84,20
Campinas,47,1,1,1,9,acept,not furnished,470,43,8
São Paulo,44,1,1,1,19,acept,furnished,385,125,46
São Paulo,400,2,5,4,-,acept,not furnished,0,484,91
São Paulo,40,1,1,1,5,not acept,not furnished,440,100,36
São Paulo,111,3,4,3,1,acept,not furnished,2500,704,35
São Paulo,280,3,4,2,-,not acept,furnished,2000,684,226
São Paulo,50,1,1,0,1,acept,not furnished,600,0,17
São Paulo,77,2,2,1,6,acept,not furnished,900,80,39
São Paulo,213,3,5,5,10,acept,not furnished,3800,0,79
Porto Alegre,460,4,4,4,-,acept,not furnished,0,270,72
Belo Horizonte,300,3,3,0,-,acept,furnished,0,0,82
Belo Horizonte,137,3,2,0,2,not acept,not furnished,0,0,27
São Paulo,270,3,4,3,4,acept,furnished,3700,1471,96
São Paulo,114,2,2,1,4,acept,not furnished,1405,0,26
São Paulo,100,3,4,4,-,acept,not furnished,0,160,55
São Paulo,70,2,1,1,9,acept,not furnished,767,0,11
Rio de Janeiro,50,1,1,0,5,acept,not furnished,985,138,30
São Paulo,220,3,2,8,-,acept,not furnished,0,263,66
São Paulo,33,1,1,0,12,acept,not furnished,300,0,21
São Paulo,76,1,1,1,-,not acept,not furnished,0,17,22
Belo Horizonte,70,3,1,1,3,acept,not furnished,275,63,15
São Paulo,63,2,2,1,1,acept,furnished,720,113,45
Campinas,45,1,1,0,14,not acept,not furnished,285,0,7
São Paulo,70,2,1,1,7,acept,furnished,2065,211,42
São Paulo,480,4,5,2,-,acept,furnished,0,2308,91
São Paulo,210,4,5,3,12,acept,furnished,2620,1184,38
Porto Alegre,50,1,1,0,1,acept,not furnished,287,46,17
Belo Horizonte,700,3,3,8,-,acept,not furnished,0,807,164
São Paulo,335,4,6,4,2,acept,furnished,3500,0,58
São Paulo,50,1,2,1,9,not acept,furnished,850,210,39
São Paulo,35,1,1,1,1,not acept,furnished,444,124,45
São Paulo,70,2,1,1,6,acept,not furnished,660,45,49
São Paulo,125,3,3,1,6,acept,furnished,1600,247,70
Rio de Janeiro,70,2,1,0,3,acept,not furnished,730,240,21
São Paulo,60,1,1,1,3,acept,not furnished,252,9,10
Porto Alegre,50,1,1,0,-,acept,furnished,0,13,20
